Date,Open,Close
2012-07-02,1362.329956,1365.510010
2012-07-03,1365.750000,1374.020020
2012-07-05,1373.719971,1367.579956
2012-07-06,1367.089966,1354.680054
2012-07-09,1354.660034,1352.459961
2012-07-10,1352.959961,1341.469971
2012-07-11,1341.400024,1341.449951
2012-07-12,1341.290039,1334.760010
2012-07-13,1334.810059,1356.780029
2012-07-16,1356.500000,1353.640015
2012-07-17,1353.680054,1363.670044
2012-07-18,1363.579956,1372.780029
2012-07-19,1373.010010,1376.510010
2012-07-20,1376.510010,1362.660034
2012-07-23,1362.339966,1350.520020
2012-07-24,1350.520020,1338.310059
2012-07-25,1338.349976,1337.890015
2012-07-26,1338.170044,1360.020020
2012-07-27,1360.050049,1385.969971
2012-07-30,1385.939941,1385.300049
2012-07-31,1385.270020,1379.319946
2012-08-01,1379.319946,1375.319946
2012-08-02,1375.130005,1365.000000
2012-08-03,1365.449951,1390.989990
2012-08-06,1391.040039,1394.229980
2012-08-07,1394.459961,1401.349976
2012-08-08,1401.229980,1402.219971
2012-08-09,1402.260010,1402.800049
2012-08-10,1402.579956,1405.869995
2012-08-13,1405.869995,1404.109985
2012-08-14,1404.359985,1403.930054
2012-08-15,1403.890015,1405.530029
2012-08-16,1405.569946,1415.510010
2012-08-17,1415.839966,1418.160034
2012-08-20,1417.849976,1418.130005
2012-08-21,1418.130005,1413.170044
2012-08-22,1413.089966,1413.489990
2012-08-23,1413.489990,1402.079956
2012-08-24,1401.989990,1411.130005
2012-08-27,1411.130005,1410.439941
2012-08-28,1410.439941,1409.300049
2012-08-29,1409.319946,1410.489990
2012-08-30,1410.079956,1399.479980
2012-08-31,1400.069946,1406.579956
2012-09-04,1406.540039,1404.939941
2012-09-05,1404.939941,1403.439941
2012-09-06,1403.739990,1432.119995
2012-09-07,1432.119995,1437.920044
2012-09-10,1437.920044,1429.079956
2012-09-11,1429.130005,1433.560059
2012-09-12,1433.560059,1436.560059
2012-09-13,1436.560059,1459.989990
2012-09-14,1460.069946,1465.770020
2012-09-17,1465.420044,1461.189941
2012-09-18,1461.189941,1459.319946
2012-09-19,1459.500000,1461.050049
2012-09-20,1461.050049,1460.260010
2012-09-21,1460.339966,1460.150024
2012-09-24,1459.760010,1456.890015
2012-09-25,1456.939941,1441.589966
2012-09-26,1441.599976,1433.319946
2012-09-27,1433.359985,1447.150024
2012-09-28,1447.130005,1440.670044
2012-10-01,1440.900024,1444.489990
2012-10-02,1444.989990,1445.750000
2012-10-03,1446.050049,1450.989990
2012-10-04,1451.079956,1461.400024
2012-10-05,1461.400024,1460.930054
2012-10-08,1460.930054,1455.880005
2012-10-09,1455.900024,1441.479980
2012-10-10,1441.479980,1432.560059
2012-10-11,1432.819946,1432.839966
2012-10-12,1432.839966,1428.589966
2012-10-15,1428.750000,1440.130005
2012-10-16,1440.310059,1454.920044
2012-10-17,1454.219971,1460.910034
2012-10-18,1460.939941,1457.339966
2012-10-19,1457.339966,1433.189941
2012-10-22,1433.209961,1433.819946
2012-10-23,1433.739990,1413.109985
2012-10-24,1413.199951,1408.750000
2012-10-25,1409.739990,1412.969971
2012-10-26,1412.969971,1411.939941
2012-10-31,1410.989990,1412.160034
2012-11-01,1412.199951,1427.589966
2012-11-02,1427.589966,1414.199951
2012-11-05,1414.020020,1417.260010
2012-11-06,1417.260010,1428.390015
2012-11-07,1428.270020,1394.530029
2012-11-08,1394.530029,1377.510010
2012-11-09,1377.550049,1379.849976
2012-11-12,1379.859985,1380.030029
2012-11-13,1380.030029,1374.530029
2012-11-14,1374.640015,1355.489990
2012-11-15,1355.410034,1353.329956
2012-11-16,1353.359985,1359.880005
2012-11-19,1359.880005,1386.890015
2012-11-20,1386.819946,1387.810059
2012-11-21,1387.790039,1391.030029
2012-11-23,1391.030029,1409.150024
2012-11-26,1409.150024,1406.290039
2012-11-27,1406.290039,1398.939941
2012-11-28,1398.770020,1409.930054
2012-11-29,1409.959961,1415.949951
2012-11-30,1415.949951,1416.180054
2012-12-03,1416.339966,1409.459961
2012-12-04,1409.459961,1407.050049
2012-12-05,1407.050049,1409.280029
2012-12-06,1409.430054,1413.939941
2012-12-07,1413.949951,1418.069946
2012-12-10,1418.069946,1418.550049
2012-12-11,1418.550049,1427.839966
2012-12-12,1427.839966,1428.479980
2012-12-13,1428.479980,1419.449951
2012-12-14,1419.449951,1413.579956
2012-12-17,1413.540039,1430.359985
2012-12-18,1430.469971,1446.790039
2012-12-19,1446.790039,1435.810059
2012-12-20,1435.810059,1443.689941
2012-12-21,1443.670044,1430.150024
2012-12-24,1430.150024,1426.660034
2012-12-26,1426.660034,1419.829956
2012-12-27,1419.829956,1418.099976
2012-12-28,1418.099976,1402.430054
2012-12-31,1402.430054,1426.189941
2013-01-02,1426.189941,1462.420044
2013-01-03,1462.420044,1459.369995
2013-01-04,1459.369995,1466.469971
2013-01-07,1466.469971,1461.890015
2013-01-08,1461.890015,1457.150024
2013-01-09,1457.150024,1461.020020
2013-01-10,1461.020020,1472.119995
2013-01-11,1472.119995,1472.050049
2013-01-14,1472.050049,1470.680054
2013-01-15,1470.670044,1472.339966
2013-01-16,1472.329956,1472.630005
2013-01-17,1472.630005,1480.939941
2013-01-18,1480.949951,1485.979980
2013-01-22,1485.979980,1492.560059
2013-01-23,1492.560059,1494.810059
2013-01-24,1494.810059,1494.819946
2013-01-25,1494.819946,1502.959961
2013-01-28,1502.959961,1500.180054
2013-01-29,1500.180054,1507.839966
2013-01-30,1507.839966,1501.959961
2013-01-31,1501.959961,1498.109985
2013-02-01,1498.109985,1513.170044
2013-02-04,1513.170044,1495.709961
2013-02-05,1495.709961,1511.290039
2013-02-06,1511.290039,1512.119995
2013-02-07,1512.119995,1509.390015
2013-02-08,1509.390015,1517.930054
2013-02-11,1517.930054,1517.010010
2013-02-12,1517.010010,1519.430054
2013-02-13,1519.430054,1520.329956
2013-02-14,1520.329956,1521.380005
2013-02-15,1521.380005,1519.790039
2013-02-19,1519.790039,1530.939941
2013-02-20,1530.939941,1511.949951
2013-02-21,1511.949951,1502.420044
2013-02-22,1502.420044,1515.599976
2013-02-25,1515.599976,1487.849976
2013-02-26,1487.849976,1496.939941
2013-02-27,1496.939941,1515.989990
2013-02-28,1515.989990,1514.680054
2013-03-01,1514.680054,1518.199951
2013-03-04,1518.199951,1525.199951
2013-03-05,1525.199951,1539.790039
2013-03-06,1539.790039,1541.459961
2013-03-07,1541.459961,1544.260010
2013-03-08,1544.260010,1551.180054
2013-03-11,1551.150024,1556.219971
2013-03-12,1556.219971,1552.479980
2013-03-13,1552.479980,1554.520020
2013-03-14,1554.520020,1563.229980
2013-03-15,1563.209961,1560.699951
2013-03-18,1560.699951,1552.099976
2013-03-19,1552.099976,1548.339966
2013-03-20,1548.339966,1558.709961
2013-03-21,1558.709961,1545.800049
2013-03-22,1545.900024,1556.890015
2013-03-25,1556.890015,1551.689941
2013-03-26,1551.689941,1563.770020
2013-03-27,1563.750000,1562.849976
2013-03-28,1562.859985,1569.189941
2013-04-01,1569.180054,1562.170044
2013-04-02,1562.170044,1570.250000
2013-04-03,1570.250000,1553.689941
2013-04-04,1553.689941,1559.979980
2013-04-05,1559.979980,1553.280029
2013-04-08,1553.260010,1563.069946
2013-04-09,1563.109985,1568.609985
2013-04-10,1568.609985,1587.729980
2013-04-11,1587.729980,1593.369995
2013-04-12,1593.300049,1588.849976
2013-04-15,1588.839966,1552.359985
2013-04-16,1552.359985,1574.569946
2013-04-17,1574.569946,1552.010010
2013-04-18,1552.030029,1541.609985
2013-04-19,1541.609985,1555.250000
2013-04-22,1555.250000,1562.500000
2013-04-23,1562.500000,1578.780029
2013-04-24,1578.780029,1578.790039
2013-04-25,1578.930054,1585.160034
2013-04-26,1585.160034,1582.239990
2013-04-29,1582.339966,1593.609985
2013-04-30,1593.579956,1597.569946
2013-05-01,1597.550049,1582.699951
2013-05-02,1582.770020,1597.589966
2013-05-03,1597.599976,1614.420044
2013-05-06,1614.400024,1617.500000
2013-05-07,1617.550049,1625.959961
2013-05-08,1625.949951,1632.689941
2013-05-09,1632.689941,1626.670044
2013-05-10,1626.689941,1633.699951
2013-05-13,1632.099976,1633.770020
2013-05-14,1633.750000,1650.339966
2013-05-15,1649.130005,1658.780029
2013-05-16,1658.069946,1650.469971
2013-05-17,1652.449951,1667.469971
2013-05-20,1665.709961,1666.290039
2013-05-21,1666.199951,1669.160034
2013-05-22,1669.390015,1655.349976
2013-05-23,1651.619995,1650.510010
2013-05-24,1646.670044,1649.599976
2013-05-28,1652.630005,1660.060059
2013-05-29,1656.569946,1648.359985
2013-05-30,1649.140015,1654.410034
2013-05-31,1652.130005,1630.739990
2013-06-03,1631.709961,1640.420044
2013-06-04,1640.729980,1631.380005
2013-06-05,1629.050049,1608.900024
2013-06-06,1609.290039,1622.560059
2013-06-07,1625.270020,1643.380005
2013-06-10,1644.670044,1642.810059
2013-06-11,1638.640015,1626.130005
2013-06-12,1629.939941,1612.520020
2013-06-13,1612.150024,1636.359985
2013-06-14,1635.520020,1626.729980
2013-06-17,1630.640015,1639.040039
2013-06-18,1639.770020,1651.810059
2013-06-19,1651.829956,1628.930054
2013-06-20,1624.619995,1588.189941
2013-06-21,1588.619995,1592.430054
2013-06-24,1588.770020,1573.089966
2013-06-25,1577.520020,1588.030029
2013-06-26,1592.270020,1603.260010
2013-06-27,1606.439941,1613.199951
2013-06-28,1611.119995,1606.280029
2013-07-01,1609.780029,1614.959961
2013-07-02,1614.290039,1614.079956
2013-07-03,1611.479980,1615.410034
2013-07-05,1618.650024,1631.890015
2013-07-08,1634.199951,1640.459961
2013-07-09,1642.890015,1652.319946
2013-07-10,1651.560059,1652.619995
2013-07-11,1657.410034,1675.020020
2013-07-12,1675.260010,1680.189941
2013-07-15,1679.589966,1682.500000
2013-07-16,1682.699951,1676.260010
2013-07-17,1677.910034,1680.910034
2013-07-18,1681.050049,1689.369995
2013-07-19,1686.150024,1692.089966
2013-07-22,1694.410034,1695.530029
2013-07-23,1696.630005,1692.390015
2013-07-24,1696.060059,1685.939941
2013-07-25,1685.209961,1690.250000
2013-07-26,1687.310059,1691.650024
2013-07-29,1690.319946,1685.329956
2013-07-30,1687.920044,1685.959961
2013-07-31,1687.760010,1685.729980
2013-08-01,1689.420044,1706.869995
2013-08-02,1706.099976,1709.670044
2013-08-05,1708.010010,1707.140015
2013-08-06,1705.790039,1697.369995
2013-08-07,1695.300049,1690.910034
2013-08-08,1693.349976,1697.479980
2013-08-09,1696.099976,1691.420044
2013-08-12,1688.369995,1689.469971
2013-08-13,1690.650024,1694.160034
2013-08-14,1693.880005,1685.390015
2013-08-15,1679.609985,1661.319946
2013-08-16,1661.219971,1655.829956
2013-08-19,1655.250000,1646.060059
2013-08-20,1646.810059,1652.349976
2013-08-21,1650.660034,1642.800049
2013-08-22,1645.030029,1656.959961
2013-08-23,1659.920044,1663.500000
2013-08-26,1664.290039,1656.780029
2013-08-27,1652.540039,1630.479980
2013-08-28,1630.250000,1634.959961
2013-08-29,1633.500000,1638.170044
2013-08-30,1638.890015,1632.969971
2013-09-03,1635.949951,1639.770020
2013-09-04,1640.719971,1653.079956
2013-09-05,1653.280029,1655.079956
2013-09-06,1657.439941,1655.170044
2013-09-09,1656.849976,1671.709961
2013-09-10,1675.109985,1683.989990
2013-09-11,1681.040039,1689.130005
2013-09-12,1689.209961,1683.420044
2013-09-13,1685.040039,1687.989990
2013-09-16,1691.699951,1697.599976
2013-09-17,1697.729980,1704.760010
2013-09-18,1705.739990,1725.520020
2013-09-19,1727.339966,1722.339966
2013-09-20,1722.439941,1709.910034
2013-09-23,1711.439941,1701.839966
2013-09-24,1702.599976,1697.420044
2013-09-25,1698.020020,1692.770020
2013-09-26,1694.050049,1698.670044
2013-09-27,1695.520020,1691.750000
2013-09-30,1687.260010,1681.550049
2013-10-01,1682.410034,1695.000000
2013-10-02,1691.900024,1693.869995
2013-10-03,1692.349976,1678.660034
2013-10-04,1678.790039,1690.500000
2013-10-07,1687.150024,1676.119995
2013-10-08,1676.219971,1655.449951
2013-10-09,1656.989990,1656.400024
2013-10-10,1660.880005,1692.560059
2013-10-11,1691.089966,1703.199951
2013-10-14,1699.859985,1710.140015
2013-10-15,1709.170044,1698.060059
2013-10-16,1700.489990,1721.540039
2013-10-17,1720.170044,1733.150024
2013-10-18,1736.719971,1744.500000
2013-10-21,1745.199951,1744.660034
2013-10-22,1746.479980,1754.670044
2013-10-23,1752.270020,1746.380005
2013-10-24,1747.479980,1752.069946
2013-10-25,1756.010010,1759.770020
2013-10-28,1759.420044,1762.109985
2013-10-29,1762.930054,1771.949951
2013-10-30,1772.270020,1763.310059
2013-10-31,1763.239990,1756.540039
2013-11-01,1758.699951,1761.640015
2013-11-04,1763.400024,1767.930054
2013-11-05,1765.670044,1762.969971
2013-11-06,1765.000000,1770.489990
2013-11-07,1770.739990,1747.150024
2013-11-08,1748.369995,1770.609985
2013-11-11,1769.959961,1771.890015
2013-11-12,1769.510010,1767.689941
2013-11-13,1764.369995,1782.000000
2013-11-14,1782.750000,1790.619995
2013-11-15,1790.660034,1798.180054
2013-11-18,1798.819946,1791.530029
2013-11-19,1790.790039,1787.869995
2013-11-20,1789.589966,1781.369995
2013-11-21,1783.520020,1795.849976
2013-11-22,1797.209961,1804.760010
2013-11-25,1806.329956,1802.479980
2013-11-26,1802.869995,1802.750000
2013-11-27,1803.479980,1807.229980
2013-11-29,1808.689941,1805.810059
2013-12-02,1806.550049,1800.900024
2013-12-03,1800.099976,1795.150024
2013-12-04,1793.150024,1792.810059
2013-12-05,1792.819946,1785.030029
2013-12-06,1788.359985,1805.089966
2013-12-09,1806.209961,1808.369995
2013-12-10,1807.599976,1802.619995
2013-12-11,1802.760010,1782.219971
2013-12-12,1781.709961,1775.500000
2013-12-13,1777.979980,1775.319946
2013-12-16,1777.479980,1786.540039
2013-12-17,1786.469971,1781.000000
2013-12-18,1781.459961,1810.650024
2013-12-19,1809.000000,1809.599976
2013-12-20,1810.390015,1818.319946
2013-12-23,1822.920044,1827.989990
2013-12-24,1828.020020,1833.319946
2013-12-26,1834.959961,1842.020020
2013-12-27,1842.969971,1841.400024
2013-12-30,1841.469971,1841.069946
2013-12-31,1842.609985,1848.359985
2014-01-02,1845.859985,1831.979980
2014-01-03,1833.209961,1831.369995
2014-01-06,1832.310059,1826.770020
2014-01-07,1828.709961,1837.880005
2014-01-08,1837.900024,1837.489990
2014-01-09,1839.000000,1838.130005
2014-01-10,1840.060059,1842.369995
2014-01-13,1841.260010,1819.199951
2014-01-14,1821.359985,1838.880005
2014-01-15,1840.520020,1848.380005
2014-01-16,1847.989990,1845.890015
2014-01-17,1844.229980,1838.699951
2014-01-21,1841.050049,1843.800049
2014-01-22,1844.709961,1844.859985
2014-01-23,1842.290039,1828.459961
2014-01-24,1826.959961,1790.290039
2014-01-27,1791.030029,1781.560059
2014-01-28,1783.000000,1792.500000
2014-01-29,1790.150024,1774.199951
2014-01-30,1777.170044,1794.189941
2014-01-31,1790.880005,1782.589966
2014-02-03,1782.680054,1741.890015
2014-02-04,1743.819946,1755.199951
2014-02-05,1753.380005,1751.640015
2014-02-06,1752.989990,1773.430054
2014-02-07,1776.010010,1797.020020
2014-02-10,1796.199951,1799.839966
2014-02-11,1800.449951,1819.750000
2014-02-12,1820.119995,1819.260010
2014-02-13,1814.819946,1829.829956
2014-02-14,1828.459961,1838.630005
2014-02-18,1839.030029,1840.760010
2014-02-19,1838.900024,1828.750000
2014-02-20,1829.239990,1839.780029
2014-02-21,1841.069946,1836.250000
2014-02-24,1836.780029,1847.609985
2014-02-25,1847.660034,1845.119995
2014-02-26,1845.790039,1845.160034
2014-02-27,1844.900024,1854.290039
2014-02-28,1855.119995,1859.449951
2014-03-03,1857.680054,1845.729980
2014-03-04,1849.229980,1873.910034
2014-03-05,1874.050049,1873.810059
2014-03-06,1874.180054,1877.030029
2014-03-07,1878.520020,1878.040039
2014-03-10,1877.859985,1877.170044
2014-03-11,1878.260010,1867.630005
2014-03-12,1866.150024,1868.199951
2014-03-13,1869.060059,1846.339966
2014-03-14,1845.069946,1841.130005
2014-03-17,1842.810059,1858.829956
2014-03-18,1858.920044,1872.250000
2014-03-19,1872.250000,1860.770020
2014-03-20,1860.089966,1872.010010
2014-03-21,1874.530029,1866.520020
2014-03-24,1867.670044,1857.439941
2014-03-25,1859.479980,1865.619995
2014-03-26,1867.089966,1852.560059
2014-03-27,1852.109985,1849.040039
2014-03-28,1850.069946,1857.619995
2014-03-31,1859.160034,1872.339966
2014-04-01,1873.959961,1885.520020
2014-04-02,1886.609985,1890.900024
2014-04-03,1891.430054,1888.770020
2014-04-04,1890.250000,1865.089966
2014-04-07,1863.920044,1845.040039
2014-04-08,1845.479980,1851.959961
2014-04-09,1852.640015,1872.180054
2014-04-10,1872.280029,1833.079956
2014-04-11,1830.650024,1815.689941
2014-04-14,1818.180054,1830.609985
2014-04-15,1831.449951,1842.979980
2014-04-16,1846.010010,1862.310059
2014-04-17,1861.729980,1864.849976
2014-04-21,1865.790039,1871.890015
2014-04-22,1872.569946,1879.550049
2014-04-23,1879.319946,1875.390015
2014-04-24,1881.969971,1878.609985
2014-04-25,1877.719971,1863.400024
2014-04-28,1865.000000,1869.430054
2014-04-29,1870.780029,1878.329956
2014-04-30,1877.099976,1883.949951
2014-05-01,1884.390015,1883.680054
2014-05-02,1885.300049,1881.140015
2014-05-05,1879.449951,1884.660034
2014-05-06,1883.689941,1867.719971
2014-05-07,1868.530029,1878.209961
2014-05-08,1877.390015,1875.630005
2014-05-09,1875.270020,1878.479980
2014-05-12,1880.030029,1896.650024
2014-05-13,1896.750000,1897.449951
2014-05-14,1897.130005,1888.530029
2014-05-15,1888.160034,1870.849976
2014-05-16,1871.189941,1877.859985
2014-05-19,1876.660034,1885.079956
2014-05-20,1884.880005,1872.829956
2014-05-21,1873.339966,1888.030029
2014-05-22,1888.189941,1892.489990
2014-05-23,1893.319946,1900.530029
2014-05-27,1902.010010,1911.910034
2014-05-28,1911.770020,1909.780029
2014-05-29,1910.599976,1920.030029
2014-05-30,1920.329956,1923.569946
2014-06-02,1923.869995,1924.969971
2014-06-03,1923.069946,1924.239990
2014-06-04,1923.060059,1927.880005
2014-06-05,1928.520020,1940.459961
2014-06-06,1942.410034,1949.439941
2014-06-09,1948.969971,1951.270020
2014-06-10,1950.339966,1950.790039
2014-06-11,1949.369995,1943.890015
2014-06-12,1943.349976,1930.109985
2014-06-13,1930.800049,1936.160034
2014-06-16,1934.839966,1937.780029
2014-06-17,1937.150024,1941.989990
2014-06-18,1942.729980,1956.979980
2014-06-19,1957.500000,1959.479980
2014-06-20,1960.449951,1962.869995
2014-06-23,1962.920044,1962.609985
2014-06-24,1961.969971,1949.979980
2014-06-25,1949.270020,1959.530029
2014-06-26,1959.890015,1957.219971
2014-06-27,1956.560059,1960.959961
2014-06-30,1960.790039,1960.229980
2014-07-01,1962.290039,1973.319946
2014-07-02,1973.060059,1974.619995
2014-07-03,1975.880005,1985.439941
2014-07-07,1984.219971,1977.650024
2014-07-08,1976.390015,1963.709961
2014-07-09,1965.099976,1972.829956
2014-07-10,1966.670044,1964.680054
2014-07-11,1965.760010,1967.569946
2014-07-14,1969.859985,1977.099976
2014-07-15,1977.359985,1973.280029
2014-07-16,1976.349976,1981.569946
2014-07-17,1979.750000,1958.119995
2014-07-18,1961.540039,1978.219971
2014-07-21,1976.930054,1973.630005
2014-07-22,1975.650024,1983.530029
2014-07-23,1985.319946,1987.010010
2014-07-24,1988.069946,1987.979980
2014-07-25,1984.599976,1978.339966
2014-07-28,1978.250000,1978.910034
2014-07-29,1980.030029,1969.949951
2014-07-30,1973.209961,1970.069946
2014-07-31,1965.140015,1930.670044
2014-08-01,1929.800049,1925.150024
2014-08-04,1926.619995,1938.989990
2014-08-05,1936.339966,1920.209961
2014-08-06,1917.290039,1920.239990
2014-08-07,1923.030029,1909.569946
2014-08-08,1910.349976,1931.589966
2014-08-11,1933.430054,1936.920044
2014-08-12,1935.729980,1933.750000
2014-08-13,1935.599976,1946.719971
2014-08-14,1947.410034,1955.180054
2014-08-15,1958.869995,1955.060059
2014-08-18,1958.359985,1971.739990
2014-08-19,1972.729980,1981.599976
2014-08-20,1980.459961,1986.510010
2014-08-21,1986.819946,1992.369995
2014-08-22,1992.599976,1988.400024
2014-08-25,1991.739990,1997.920044
2014-08-26,1998.589966,2000.020020
2014-08-27,2000.540039,2000.119995
2014-08-28,1997.420044,1996.739990
2014-08-29,1998.449951,2003.369995
2014-09-02,2004.069946,2002.280029
2014-09-03,2003.569946,2000.719971
2014-09-04,2001.670044,1997.650024
2014-09-05,1998.000000,2007.709961
2014-09-08,2007.170044,2001.540039
2014-09-09,2000.729980,1988.439941
2014-09-10,1988.410034,1995.689941
2014-09-11,1992.849976,1997.449951
2014-09-12,1996.739990,1985.540039
2014-09-15,1986.040039,1984.130005
2014-09-16,1981.930054,1998.979980
2014-09-17,1999.300049,2001.569946
2014-09-18,2003.069946,2011.359985
